id,user_id,event_type,points,issue_id,created_at
0af1ae59-8b0c-478e-aa1a-e71a0238cd82,b295b090-7ce8-4346-8a8d-f2e4e60f3236,upvote_received,11,2acc5a1a-3869-4283-9ecd-ae8be2de5716,2026-06-13T15:40:26.766Z
4d2ade36-4595-4409-8bf4-6f2046fdacb9,0a9373b0-aeae-4f61-84eb-365ec49ec6c6,upvote_received,13,,2026-06-23T08:24:40.988Z
a422747f-243d-44ca-bd83-08c15c86267f,2c63bfe7-2d97-411c-a0fd-ca12eee458c0,upvote_received,35,,2026-06-21T22:45:45.250Z
f06045a2-9a76-4f9f-9a7d-091da4a3766d,14076684-d510-4186-abf1-7fd70f80055d,report_submitted,16,,2026-06-25T13:56:01.352Z
917236ef-a8ac-4219-83e5-bf4184d4f5a1,026d70da-2769-4731-8535-d9c7e9dbeb52,verification_approved,21,3109ea3f-95f4-46f7-bdc2-2a57bf7d71bf,2026-06-25T15:09:00.125Z
59e2fd21-0148-401b-a4b1-f2eb5f562ded,250ca593-e194-483e-9ac6-fd465d97c4db,verification_approved,12,,2026-06-23T22:46:29.168Z
21319adb-5a2d-4735-8171-9ba8d5318484,14076684-d510-4186-abf1-7fd70f80055d,verification_approved,47,,2026-05-31T23:51:53.106Z
5ae1ae1f-cb62-4cc8-8b71-4352325259f8,391ece98-095a-47fc-a0c7-3d210d795747,upvote_received,43,,2026-06-17T11:17:15.842Z
ea4d4e29-bde9-4eb1-88fd-893471075a24,f170b4d8-8f56-4f52-9aae-02a145ea1d84,verification_approved,17,,2026-06-10T20:09:43.888Z
04d17f0b-5f99-4c25-8fb3-21def9d7fff3,b295b090-7ce8-4346-8a8d-f2e4e60f3236,upvote_received,32,,2026-06-02T00:32:26.784Z
2069b594-8221-4bff-b137-0317b0b2f245,391ece98-095a-47fc-a0c7-3d210d795747,upvote_received,38,,2026-06-13T04:46:32.635Z
318cc5c3-fe04-42e6-9822-29d4c80d0a6e,b295b090-7ce8-4346-8a8d-f2e4e60f3236,upvote_received,33,83a3720a-6a76-41a5-aff5-e80f0005800c,2026-06-22T04:23:11.697Z
b1c6c96b-7aa8-4340-9fbb-d77375effd45,b295b090-7ce8-4346-8a8d-f2e4e60f3236,verification_approved,34,c9ff1655-af10-40e3-83b5-4cf238e3f4f6,2026-06-02T21:00:02.308Z
3fed1d03-a7ee-40c0-a0fa-b356ee6dfc1c,250ca593-e194-483e-9ac6-fd465d97c4db,report_submitted,10,,2026-06-13T14:03:58.917Z
9268af71-5668-4eef-a7af-d454efa7551b,2c63bfe7-2d97-411c-a0fd-ca12eee458c0,verification_approved,31,,2026-06-23T05:25:36.156Z
fad8964c-a784-4196-98c2-78ef65bf47d4,e4e691ba-fd51-45ad-afdc-4aa3d8474bed,upvote_received,44,62f61371-7de1-4791-b27b-4b27898b3acb,2026-06-26T01:41:52.060Z
f00f7f31-1f19-473d-abf0-8551d8bb207a,9f0166a7-9a1e-4e56-ada7-4516a2717fb8,report_submitted,16,c9ff1655-af10-40e3-83b5-4cf238e3f4f6,2026-06-13T07:25:57.156Z
9821842e-c93d-4115-942d-0fed56ce5b14,2c63bfe7-2d97-411c-a0fd-ca12eee458c0,report_submitted,36,,2026-06-23T19:12:10.918Z
8da8b120-483c-4b65-89a2-bebc932810f5,e0636f7f-132d-421e-83cb-3454ce87ddec,verification_approved,37,62f61371-7de1-4791-b27b-4b27898b3acb,2026-06-05T23:42:23.532Z
f1978cec-070f-4860-9c6b-52238af7cde7,15932c32-bdd5-4ebe-97b9-ee94b3fa9e1c,report_submitted,11,,2026-06-20T12:36:08.205Z
558e3e62-e410-4eb8-a129-eea656c6b6c6,391ece98-095a-47fc-a0c7-3d210d795747,upvote_received,25,6deac9a5-813c-49f9-90fb-f14089101dc0,2026-06-07T13:33:30.397Z
15792197-5b62-4afe-b107-36189c073830,15932c32-bdd5-4ebe-97b9-ee94b3fa9e1c,upvote_received,31,,2026-05-31T05:39:00.294Z
4c2a8e4b-2684-4295-ae3c-5206c6286c50,15932c32-bdd5-4ebe-97b9-ee94b3fa9e1c,report_submitted,28,d03dd7cd-b413-4a2b-9c42-cf1a417d3a53,2026-06-07T16:42:43.590Z
f3af3d07-c3ff-4ee0-80bd-ed7842cbb699,ff5d0b20-c798-4567-8152-514ee823b563,verification_approved,30,,2026-05-29T13:59:32.020Z
0a61b488-2f32-499e-b1fc-ef7fd2988552,026d70da-2769-4731-8535-d9c7e9dbeb52,upvote_received,45,,2026-06-10T05:47:05.946Z
41539deb-9f6c-4b3c-a818-11d8682bd8a2,42b9d525-9e1c-4c49-b788-ec437c1aa591,upvote_received,35,d335ecad-69fc-423c-bcc7-62a33252dba2,2026-06-15T20:36:10.864Z
07221d2e-17a8-4870-8004-01bf644a0f56,14076684-d510-4186-abf1-7fd70f80055d,report_submitted,21,,2026-06-14T00:47:46.992Z
e693f8dd-e578-4160-9da5-fd5f498fdcd3,14076684-d510-4186-abf1-7fd70f80055d,upvote_received,38,3b197991-fcf5-4fb2-9380-c635ac508ecb,2026-06-24T11:39:43.928Z
a6fff84a-53e7-4bf3-aec2-1c614c9091a2,3ed3bcbe-22f6-44f3-9aa6-39084f360baf,verification_approved,26,,2026-06-13T05:56:03.577Z
7f7f1e39-4a70-44b5-918e-a45cc0df287f,0a9373b0-aeae-4f61-84eb-365ec49ec6c6,upvote_received,26,,2026-06-18T17:40:57.704Z
7558d7f3-d2a9-41d0-b62a-02c446d2c3c3,42b9d525-9e1c-4c49-b788-ec437c1aa591,verification_approved,39,97da7570-27c0-4a5b-9b8d-7f4a78b550c8,2026-06-06T13:31:03.021Z
ec61a335-175d-4881-a9ca-d5720f59d163,0a9373b0-aeae-4f61-84eb-365ec49ec6c6,upvote_received,24,eaa43ca0-50df-4e5e-bd59-e202096652c9,2026-05-29T23:06:07.833Z
