id,user_id,title,description,category,severity,is_emergency,status,location,address,ward_id,needs_community_verification,credibility_score,created_at
0fb85080-7d52-4e5b-8ce6-710566d9b93b,14076684-d510-4186-abf1-7fd70f80055d,Suscipit doloribus rerum uxor audeo animadverto talio.,Aer tamisium auctus expedita corporis atrocitas placeat. Calculus succurro copia villa commemoro cupressus adsuesco vis. Conitor eveniet talio cernuus tenetur villa cruentus.,environment,7,false,open,POINT(72.62938933331283 22.985830844195878),"11886 Luigi Branch, Ahmedabad, Gujarat, India",4,false,4,2026-06-24T03:18:47.666Z
6deac9a5-813c-49f9-90fb-f14089101dc0,a7a79cdf-da63-4c19-97ca-19e8313e7b55,Vestrum tamen minus territo vindico charisma cubitum.,Cedo atque mollitia theatrum. Hic advoco cui sequi antepono cruciamentum. Coepi patruus hic caste arguo concedo.,sanitation,2,false,community_review,POINT(77.62474874334947 12.938946272896795),"36247 Evangeline Spur, Bengaluru, Karnataka, India",7,true,6,2026-06-05T15:42:20.068Z
2297e37b-6e55-4422-8fb1-b5c258f25123,3ed3bcbe-22f6-44f3-9aa6-39084f360baf,Cenaculum tener absum sufficio cupressus degusto ullus accommodo.,Vigor numquam depereo beatae degusto. Speciosus stella vilis officiis valde. Doloremque tactus dolorum.,environment,9,false,resolved,POINT(77.56780984548197 12.962222388454057),"60206 Broad Lane, Bengaluru, Karnataka, India",1,false,9,2026-06-05T17:05:25.056Z
d0fb691e-c48e-4854-9e60-847dca53eaf8,e7de5251-ea87-42e3-8eb5-d0369c7d3145,Ventus appono ipsum pel acsi demum error desparatus.,Suasoria virga vallum toties necessitatibus curriculum amplus. Eos adfectus creber caterva. Vilicus stella ullus terreo conventus toties et volaticus.,safety,2,false,open,POINT(80.32621551107597 13.020143574644045),"5232 W 10th Street, Chennai, Tamil Nadu, India",5,false,4,2026-06-22T07:10:28.042Z
38f20b1d-d87f-4d39-9712-d6173d4c2b06,026d70da-2769-4731-8535-d9c7e9dbeb52,Quisquam cultura campana tricesimus uredo umerus stabilis aurum.,Supplanto cur totus appello animadverto convoco cursus contigo delinquo textus. Conservo a adflicto cur laborum excepturi depopulo dolore. Vinitor aequitas supellex.,safety,3,true,closed,POINT(72.86722594392924 19.096009417187584),"449 W Oak Street, Mumbai, Maharashtra, India",1,false,6,2026-06-09T13:27:29.687Z
3109ea3f-95f4-46f7-bdc2-2a57bf7d71bf,026d70da-2769-4731-8535-d9c7e9dbeb52,Ultio barba triumphus apostolus colo demergo creo temporibus.,Officia pecto quibusdam sint. Basium altus verecundia. Tener sol thorax cruciamentum audentia.,sanitation,9,false,resolved,POINT(80.21762727464274 13.019974297463708),"943 Jewell Inlet, Chennai, Tamil Nadu, India",6,false,10,2026-05-30T09:55:01.511Z
c9ff1655-af10-40e3-83b5-4cf238e3f4f6,42b9d525-9e1c-4c49-b788-ec437c1aa591,Tubineus basium tabgo velum.,Vulticulus excepturi cum comis videlicet ea tantum admoneo. Suscipio trucido confugo adicio error contra ceno vilis. Aiunt summopere similique corona ustilo sollicito depopulo.,safety,2,false,open,POINT(77.04479310502492 28.690643394039547),"173 Joy Viaduct, New Delhi, Delhi, India",3,false,8,2026-05-28T09:30:08.280Z
37cc08ec-fbb5-4353-973b-5fd9bf3cd1fc,d196618d-abd0-4d68-bccc-da1301e73bde,Tamen atqui reiciendis cum.,Tristis animus spargo quia socius calco stultus charisma. Minima beatae adulatio thermae arcesso. Pecus conspergo saepe addo cibo debilito argumentum.,infrastructure,5,false,resolved,POINT(72.86733029870527 19.134909051762282),"361 Darnell Court, Mumbai, Maharashtra, India",3,false,4,2026-06-05T13:44:44.641Z
5749e1d6-2eb3-409f-99b1-53edaa017638,e0636f7f-132d-421e-83cb-3454ce87ddec,Tactus tergeo utilis succurro taceo aeger.,Defetiscor tamisium aureus perferendis necessitatibus contra. Ago esse deporto absconditus claustrum vallum soluta deripio contabesco. Vinculum aiunt conscendo.,environment,4,false,community_review,POINT(77.12301885307365 28.663422229058355),"116 Von Corner, New Delhi, Delhi, India",3,true,4,2026-06-16T01:47:35.586Z
d1a061e1-f03c-47c5-b7a0-ef39fb992222,d196618d-abd0-4d68-bccc-da1301e73bde,Depono conspergo similique est curo.,Atqui deleniti celebrer aestivus congregatio animus demum teres copia expedita. Adsuesco deripio tutamen somniculosus defessus subnecto via aliquid subnecto thermae. Coma sol certe celo coepi.,utility,4,false,closed,POINT(77.08789708071629 28.754347018349097),"627 Oak Lane, New Delhi, Delhi, India",8,false,7,2026-06-25T19:38:05.670Z
255a7850-ec1e-4f55-8b12-1ec30fb8db05,558b4ade-c7dc-456e-a817-ca2250410132,Fuga doloremque dolorum usque saepe caveo.,Ocer solus approbo civitas delectus. Demoror sopor amo dolor vaco barba ultra theatrum sum aequus. Volva crustulum valde verbera aequitas approbo contra paulatim.,safety,5,false,open,POINT(72.80743958732641 19.021609757824272),"887 S Main Avenue, Mumbai, Maharashtra, India",7,false,4,2026-06-23T18:39:28.400Z
e207db24-476f-4f18-889b-b2deb313ffa1,42b9d525-9e1c-4c49-b788-ec437c1aa591,Illum alius non trucido.,Pectus tutamen accusator. Spiritus acquiro acceptus venustas. Audio tabesco textus canto.,utility,9,false,in_progress,POINT(78.5282021095039 17.377606435130303),"5785 Orlando Keys, Hyderabad, Telangana, India",10,false,9,2026-06-10T23:11:17.317Z
5bc63eeb-5338-41dd-94be-f298bb9a3845,a7a79cdf-da63-4c19-97ca-19e8313e7b55,Corrupti audeo texo expedita ventosus corroboro officiis.,Stultus vae concedo summisse eum. Cunae varietas denego corrupti. Aeger terror adeptio patria correptius sapiente demitto auditor.,utility,4,false,in_progress,POINT(88.36913731383261 22.579989765511815),"7326 Woodside Road, Kolkata, West Bengal, India",2,false,4,2026-06-07T00:07:26.677Z
64db814b-f412-4ee7-9dc7-c926095b2701,f170b4d8-8f56-4f52-9aae-02a145ea1d84,Titulus defessus ea curriculum.,Deludo clamo subnecto. Corporis creber adfero. Amoveo doloribus quae porro.,infrastructure,2,false,community_review,POINT(91.68658396326413 26.073423920584965),"15304 Gerhold Parkways, Guwahati, Assam, India",3,true,7,2026-06-06T22:02:20.777Z
f159aee9-0d60-405f-affb-09b74d033136,a7a79cdf-da63-4c19-97ca-19e8313e7b55,Unus sopor deporto verumtamen alii socius.,Tenax caecus thymbra atavus odit enim soluta vesco. Deserunt certus socius deorsum catena admoneo tergo velum deleniti. Deinde degero defungo sed caritas hic totus tonsor.,safety,1,false,resolved,POINT(72.88208774929456 19.06476565157304),"611 S High Street, Mumbai, Maharashtra, India",2,false,5,2026-06-10T12:46:24.102Z
d40a2631-0324-4261-a493-116c99d49636,b295b090-7ce8-4346-8a8d-f2e4e60f3236,Utor sustineo addo minima debilito comes absconditus.,Corona versus teres aranea mollitia clam. Voluptatum architecto blanditiis. Solus utor amplus laborum aureus ultio adeptio auctus alter.,safety,3,false,in_progress,POINT(72.57069425838415 23.031277095344237),"5684 Jonatan Pass, Ahmedabad, Gujarat, India",9,false,10,2026-06-10T11:04:43.463Z
97da7570-27c0-4a5b-9b8d-7f4a78b550c8,15932c32-bdd5-4ebe-97b9-ee94b3fa9e1c,Absorbeo crux arbor vilis communis impedit aufero.,Acerbitas acies solvo demitto voluptatem artificiose dapifer ciminatio turba utrimque. Basium stultus cunae tyrannus. Acquiro vigilo demo arguo.,utility,2,false,open,POINT(72.93194080419183 19.02754364203527),"138 Virgie Motorway, Mumbai, Maharashtra, India",3,false,10,2026-05-31T18:54:27.118Z
5169db68-ed15-4c41-b9be-31af66a5cf3f,558b4ade-c7dc-456e-a817-ca2250410132,Cupiditas volaticus adduco traho earum.,Acervus utpote enim decor cuppedia sollicito tabernus curo aro. Eius tempus crastinus complectus studio claudeo theatrum villa venia auditor. Admoneo neque tyrannus patria cilicium accusantium tersus bellicus in.,utility,3,false,open,POINT(77.1081788111481 28.755706280278076),"864 S College Street, New Delhi, Delhi, India",2,false,10,2026-06-02T09:17:22.024Z
eaa43ca0-50df-4e5e-bd59-e202096652c9,391ece98-095a-47fc-a0c7-3d210d795747,Comminor alo angelus tutamen dens terreo spes summopere.,Coniecto crebro quos. Dedecor utrum autem alius. Valde cerno rerum usus caveo.,utility,1,false,community_review,POINT(72.5436468330045 23.055823585374714),"480 Corwin Brook, Ahmedabad, Gujarat, India",4,true,5,2026-06-11T11:53:24.376Z
3822398f-6f25-4f8f-8f19-03297d187f8b,42b9d525-9e1c-4c49-b788-ec437c1aa591,Acer acceptus ipsum video.,Subito deduco harum. Vitae cuppedia celebrer cattus blanditiis voluptas voluntarius. Absque laborum decretum auxilium acsi casus aurum in.,utility,4,false,resolved,POINT(78.4464060200128 17.410115866401675),"7871 Morar Estates, Hyderabad, Telangana, India",7,false,8,2026-06-18T05:33:08.844Z
83a3720a-6a76-41a5-aff5-e80f0005800c,42b9d525-9e1c-4c49-b788-ec437c1aa591,Alius volaticus attollo porro coma compello qui vitiosus.,Deporto adsidue cibo. Talus creber turbo. Cupressus thalassinus cinis infit.,utility,9,false,community_review,POINT(77.57894955948304 13.018981110584082),"59902 Joanne Bypass, Bengaluru, Karnataka, India",4,true,3,2026-06-10T08:15:19.481Z
98d09dd1-d697-4f62-b077-276c5ec6940c,250ca593-e194-483e-9ac6-fd465d97c4db,Turbo confido vester fuga.,Benigne laborum verumtamen solus alias tam correptius urbanus. Absens vito conatus degero deficio aer amplexus consuasor blanditiis. Tristis saepe balbus velociter tabesco abduco suus.,sanitation,6,false,open,POINT(77.04608210335127 28.74199742891966),"6335 Zboncak Station, New Delhi, Delhi, India",6,false,6,2026-06-06T15:22:07.993Z
06e4413e-db91-4174-b04b-2221170d1c20,9f0166a7-9a1e-4e56-ada7-4516a2717fb8,Conculco adhaero aestas acidus vorago volaticus.,Repellat acies decipio. Atrocitas alienus civis astrum culpo decumbo peccatus cedo. Brevis accusantium cattus curatio cito deludo sit.,environment,5,true,closed,POINT(88.41836111222344 22.549049901685198),"999 Brendon Vista, Kolkata, West Bengal, India",4,false,5,2026-06-23T18:46:53.360Z
87d0c40e-872f-4278-b58f-4cc3582fcbc0,e0636f7f-132d-421e-83cb-3454ce87ddec,Asporto accusator conatus vinculum facilis coepi.,Creator aestas crapula magnam sodalitas. Conor cognomen provident tamisium virga timor vita conforto. Aegrus cupressus custodia.,safety,6,true,closed,POINT(77.09051336358554 28.68292828508123),"2874 Elm Street, New Delhi, Delhi, India",9,false,5,2026-06-01T01:48:18.052Z
1f9e96ea-cac6-4758-944d-3ec03d0e6bac,e4e691ba-fd51-45ad-afdc-4aa3d8474bed,Tum trucido depono creta cupiditate vita corrumpo desolo.,Totam thymbra vado amicitia. Sumo depono antea conduco solium. Voluptas usus sophismata thesis tepidus.,safety,2,false,closed,POINT(80.29687956953534 13.01064579386725),"3869 Shaina Bypass, Chennai, Tamil Nadu, India",6,false,10,2026-06-23T21:28:43.574Z
0d668857-31ba-406c-a632-507e3e20f25b,558b4ade-c7dc-456e-a817-ca2250410132,Aeternus deporto conforto quos dignissimos crebro absorbeo.,Arguo tempore earum. Audentia compono usque. Ipsa impedit cetera usitas comminor cruciamentum.,environment,10,false,closed,POINT(73.82238118007096 19.94568571392629),"86160 Richmond Camp, Nashik, Maharashtra, India",6,false,6,2026-06-19T00:59:33.467Z
1565fd11-a691-4409-8e39-4ea5f5fb6edc,f170b4d8-8f56-4f52-9aae-02a145ea1d84,Vita cras antepono arbustum.,Delicate curo sed cattus arx alias quos delectus degenero doloremque. Decumbo astrum quos depopulo doloribus hic arma. Vos aequitas cavus totam.,environment,2,false,in_progress,POINT(78.52225518094203 17.402151282088674),"9214 Nader Path, Hyderabad, Telangana, India",1,false,9,2026-06-14T22:51:17.860Z
bbd93276-dfea-4620-94e8-2f77de7777f3,558b4ade-c7dc-456e-a817-ca2250410132,Timor agnitio adfectus laboriosam accedo sui approbo.,Adnuo neque vitae vesco vel placeat statim abutor concido cuius. Vivo id clibanus. Vulpes creptio inventore aduro tactus abscido arbitro.,environment,2,true,resolved,POINT(73.7464827014454 20.035894988430314),"80535 Lorena Inlet, Nashik, Maharashtra, India",6,false,8,2026-06-18T18:41:29.513Z
82c33eee-dbbc-4337-a428-a567932fcf34,14076684-d510-4186-abf1-7fd70f80055d,Cohaero canto utrimque versus thymbra.,Corona traho anser ter bellicus ustulo. Sum adaugeo deripio qui. Sponte ambitus virgo modi causa.,safety,8,false,open,POINT(81.01171692603288 26.861535581628313),"7098 Koch River, Lucknow, Uttar Pradesh, India",5,false,9,2026-06-04T15:31:06.473Z
1858816d-06b1-485c-94c8-d56a2a8fafc7,0a9373b0-aeae-4f61-84eb-365ec49ec6c6,Tutamen quasi tricesimus aegrotatio deduco.,Conqueror crebro amaritudo cruciamentum vomica cupiditas delibero corrumpo amiculum amicitia. Consequatur admoveo torrens copiose aliqua spoliatio vere auxilium cunabula. Curiositas sophismata texo stillicidium arbitro ipsa fugit conicio curatio.,safety,5,false,community_review,POINT(77.15104687269493 28.720802490406466),"3608 S Church Street, New Delhi, Delhi, India",10,true,3,2026-05-29T13:25:41.694Z
21f97aaf-75e7-45fd-8dd4-fd6ad9414db8,ff5d0b20-c798-4567-8152-514ee823b563,Vulpes accendo subiungo vorax supra cinis.,Veritas tripudio apparatus eligendi. Cuius cupiditate comitatus. Sto id cui volubilis ambitus suppono.,sanitation,6,false,resolved,POINT(78.50971410100063 17.404680343419958),"84182 Washington Boulevard, Hyderabad, Telangana, India",7,false,10,2026-05-28T06:55:02.625Z
f3631890-16e0-4499-9eba-e16a13052d4c,250ca593-e194-483e-9ac6-fd465d97c4db,Vereor color alienus suscipio fuga.,Ago nobis quisquam spoliatio apud. Sulum totidem audio speciosus alo tristis aegrotatio. Baiulus volutabrum aqua conduco admiratio arto.,environment,4,false,closed,POINT(72.91325275854997 19.07407584316404),"219 Denesik Track, Mumbai, Maharashtra, India",2,false,7,2026-06-22T22:17:06.623Z
2acc5a1a-3869-4283-9ecd-ae8be2de5716,14076684-d510-4186-abf1-7fd70f80055d,Recusandae adsum curso surculus textilis.,Coruscus ulciscor unus delectus arceo vestigium spero corrupti carmen quidem. Amoveo commodo sollers absum cinis. Distinctio quos dolores absum coma cubo verbum aduro consequatur summa.,safety,4,false,closed,POINT(72.88014769121266 19.0173190634756),"9896 S 2nd Street, Mumbai, Maharashtra, India",3,false,6,2026-06-21T12:16:23.376Z
d335ecad-69fc-423c-bcc7-62a33252dba2,14076684-d510-4186-abf1-7fd70f80055d,Thalassinus cresco paulatim accedo pariatur timidus amplitudo tergeo.,Nulla iusto contra tardus verumtamen labore theca. Civis ambulo administratio benigne vereor spoliatio alias sub. Desidero stella charisma curis caecus aegrus assentator xiphias.,utility,6,false,community_review,POINT(72.56837653980612 23.029566530277634),"1502 Zboncak Inlet, Ahmedabad, Gujarat, India",3,true,6,2026-05-30T01:04:08.180Z
62f61371-7de1-4791-b27b-4b27898b3acb,e7de5251-ea87-42e3-8eb5-d0369c7d3145,Nemo denuncio decretum accusamus depromo viridis carus.,Vere curtus corpus totus conspergo. Omnis votum decet tepesco thorax valeo celebrer socius adfectus accommodo. Cicuta copia conduco porro.,utility,10,false,in_progress,POINT(78.50880120738879 17.34179994012573),"97111 MacGyver Extensions, Hyderabad, Telangana, India",6,false,4,2026-06-16T16:21:57.062Z
ae6cac5f-5890-4a69-9135-a7d254643b49,2c63bfe7-2d97-411c-a0fd-ca12eee458c0,Compello comminor tyrannus solum coaegresco conculco currus.,Suffoco virga assumenda pauper demulceo civis. Surgo viduo conduco curto addo clam dicta conatus. Delectatio custodia tabula votum uter decretum ara aqua.,sanitation,4,true,community_review,POINT(72.53737075846152 23.051818243401218),"107 Gordon Road, Ahmedabad, Gujarat, India",1,true,6,2026-06-22T17:52:35.721Z
cd965f56-e65d-49ab-89d2-e3d27fca53b3,14076684-d510-4186-abf1-7fd70f80055d,Cui abutor quasi sursum cotidie.,Deficio certus sufficio tubineus. Iusto solum ante utroque tego abduco tener. Commodi vergo corrupti aperiam.,infrastructure,1,false,closed,POINT(73.84267153228961 15.53790523215584),"67306 Romaguera Rue, Panaji, Goa, India",1,false,10,2026-06-24T17:59:53.130Z
ea538b7d-a4cb-4ed7-a3d3-6dac2550f376,42b9d525-9e1c-4c49-b788-ec437c1aa591,Modi tamisium victoria sponte.,Vinum tamdiu sol cena. Ademptio calamitas arx terga crepusculum. Corporis baiulus xiphias tepesco tamquam.,sanitation,3,false,closed,POINT(77.0288787940667 28.69613743129916),"98790 Luettgen Estates, New Delhi, Delhi, India",8,false,6,2026-06-16T01:50:18.537Z
b3522d9b-d2c7-4ac2-a7da-643f12d30a9c,3ed3bcbe-22f6-44f3-9aa6-39084f360baf,Comprehendo appello atavus paens tepesco convoco.,Acquiro congregatio ut statua tonsor somnus accommodo. Comparo tamquam contego porro tamdiu deduco. Collum vita somniculosus omnis cena casso aspicio asporto suffragium tutamen.,environment,5,false,open,POINT(80.95234839103927 26.915028180411),"94327 Mueller Extension, Lucknow, Uttar Pradesh, India",6,false,9,2026-06-09T06:28:04.605Z
f85c5d9b-1df0-40d0-8aaa-2617b7ac776f,d196618d-abd0-4d68-bccc-da1301e73bde,Vesica decumbo a concido sequi.,Valeo reiciendis molestias. Autus catena a damno est ambitus commemoro vacuus ter certe. Creator ustulo spiritus acquiro aptus corrigo.,sanitation,8,false,closed,POINT(72.51561150362271 22.999955171930456),"65922 Ebert Track, Ahmedabad, Gujarat, India",4,false,9,2026-06-04T18:36:52.205Z
